## Execution counts

<details>
<summary> execution counts for all instructions </summary>

|Name | Count | Self | Cumulative | Miss ratio | 
| CALL_PY_EXACT_ARGS | 4,870,520 | 17.6% |
| LOAD_ATTR_MODULE | 2,043,120 | 7.4% |
| STORE_FAST | 1,597,500 | 5.8% |


</details>

### STORE_SUBSCR_LIST_INT

<details>
<summary> Successors and predecessors for STORE_SUBSCR_LIST_INT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| SWAP | 27,046,320 | 46.4% |
| LOAD_FAST_LOAD_FAST | 17,253,660 | 29.6% |
| LOAD_FAST | 12,801,320 | 21.9% |
| BINARY_OP_SUBTRACT_INT | 600,060 | 1.0% |
| LOAD_CONST | 597,326 | 1.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST_LOAD_FAST | 28,846,810 | 49.5% |
| ENTER_EXECUTOR | 20,627,290 | 35.4% |
| RETURN_CONST | 4,685,880 | 8.0% |
| LOAD_FAST | 3,732,500 | 6.4% |
| LOAD_CONST | 287,160 | 0.5% |


</details>

### UNPACK_SEQUENCE_LIST

<details>
<summary> Successors and predecessors for UNPACK_SEQUENCE_LIST </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 196,137,580 | 98.3% |
| CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS | 1,222,800 | 0.6% |
| STORE_FAST | 1,200,460 | 0.6% |
| ENTER_EXECUTOR | 495,440 | 0.2% |
| LIST_EXTEND | 345,120 | 0.2% |

|Successors | Count | Percentage | 
|---|---:|---:|
| STORE_FAST_STORE_FAST | 198,207,660 | 99.4% |
| STORE_FAST | 1,200,280 | 0.6% |
| UNPACK_SEQUENCE_TUPLE | 22,900 | 0.0% |


</details>

### STORE_GLOBAL

<details>
<summary> Successors and predecessors for STORE_GLOBAL </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| BINARY_OP_ADD_INT | 6,147,720 | 99.9% |
| RETURN_VALUE | 3,960 | 0.1% |
| LOAD_FAST | 180 | 0.0% |
| BINARY_OP_SUBTRACT_INT | 120 | 0.0% |
| BUILD_MAP | 60 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 4,863,600 | 79.1% |
| LOAD_GLOBAL_MODULE | 1,286,140 | 20.9% |
| LOAD_CONST | 2,040 | 0.0% |
| RETURN_CONST | 120 | 0.0% |
| BUILD_MAP | 60 | 0.0% |


</details>

### BEFORE_ASYNC_WITH

<details>
<summary> Successors and predecessors for BEFORE_ASYNC_WITH </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| RETURN_VALUE | 5,046,840 | 99.9% |
| LOAD_ATTR_WITH_HINT | 6,480 | 0.1% |
| CALL | 240 | 0.0% |
| LOAD_FAST | 120 | 0.0% |
| CALL_KW | 60 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| GET_AWAITABLE | 5,053,740 | 100.0% |


</details>

### DELETE_FAST

<details>
<summary> Successors and predecessors for DELETE_FAST </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| STORE_FAST | 133,793 | 30.7% |
| CALL | 114,112 | 26.2% |
| POP_TOP | 84,496 | 19.4% |
| NOP | 34,639 | 7.9% |
| STORE_ATTR_INSTANCE_VALUE | 34,466 | 7.9% |

|Successors | Count | Percentage | 
|---|---:|---:|
| RETURN_VALUE | 229,312 | 52.6% |
| RETURN_CONST | 69,098 | 15.8% |
| JUMP_FORWARD | 66,240 | 15.2% |
| LOAD_FAST | 43,594 | 10.0% |
| LOAD_CONST | 9,420 | 2.2% |


</details>

### DICT_UPDATE

<details>
<summary> Successors and predecessors for DICT_UPDATE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 16,980 | 48.8% |
| LOAD_ATTR_INSTANCE_VALUE | 16,406 | 47.2% |
| BUILD_MAP | 540 | 1.6% |
| RETURN_VALUE | 480 | 1.4% |
| MAP_ADD | 180 | 0.5% |

|Successors | Count | Percentage | 
|---|---:|---:|
| DICT_MERGE | 16,980 | 48.8% |
| LOAD_FAST | 16,946 | 48.7% |
| STORE_FAST | 540 | 1.6% |
| LOAD_DEREF | 120 | 0.3% |
| RETURN_VALUE | 60 | 0.2% |


</details>

### STORE_ATTR_WITH_HINT

<details>
<summary> Successors and predecessors for STORE_ATTR_WITH_HINT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 15,934,949 | 38.2% |
| SWAP | 14,031,901 | 33.6% |
| LOAD_FAST_LOAD_FAST | 11,410,567 | 27.4% |
| LOAD_DEREF | 241,410 | 0.6% |
| ENTER_EXECUTOR | 75,220 | 0.2% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 26,038,614 | 62.4% |
| JUMP_BACKWARD | 5,236,300 | 12.6% |
| RETURN_CONST | 4,020,531 | 9.6% |
| LOAD_CONST | 3,537,803 | 8.5% |
| LOAD_FAST_LOAD_FAST | 2,307,780 | 5.5% |


</details>

### BUILD_SET

<details>
<summary> Successors and predecessors for BUILD_SET </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| SWAP | 197,580 | 39.3% |
| LOAD_GLOBAL_MODULE | 141,488 | 28.1% |
| LOAD_ATTR | 66,000 | 13.1% |
| LOAD_CONST | 60,000 | 11.9% |
| LOAD_FAST | 36,600 | 7.3% |

|Successors | Count | Percentage | 
|---|---:|---:|
| SWAP | 197,580 | 39.3% |
| CONTAINS_OP | 142,268 | 28.3% |
| LOAD_CONST | 66,120 | 13.2% |
| BINARY_OP | 60,000 | 11.9% |
| LOAD_GLOBAL_BUILTIN | 36,600 | 7.3% |


</details>

### UNPACK_EX

<details>
<summary> Successors and predecessors for UNPACK_EX </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 627,600 | 74.1% |
| YIELD_VALUE | 218,520 | 25.8% |
| CALL_INTRINSIC_1 | 960 | 0.1% |

|Successors | Count | Percentage | 
|---|---:|---:|
| STORE_FAST_STORE_FAST | 847,080 | 100.0% |


</details>

### INSTRUMENTED_RESUME

<details>
<summary> Successors and predecessors for INSTRUMENTED_RESUME </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| CALL_PY_EXACT_ARGS | 29,144,280 | 100.0% |
| CALL | 2,580 | 0.0% |
| RESUME_CHECK | 780 | 0.0% |
| INSTRUMENTED_RESUME | 660 | 0.0% |
| CACHE | 300 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 29,136,420 | 100.0% |
| LOAD_GLOBAL | 10,560 | 0.0% |
| RESUME | 960 | 0.0% |
| INSTRUMENTED_RESUME | 660 | 0.0% |
| LOAD_CONST | 240 | 0.0% |


</details>

### INSTRUMENTED_RETURN_VALUE

<details>
<summary> Successors and predecessors for INSTRUMENTED_RETURN_VALUE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 14,571,240 | 50.0% |
| BINARY_OP_ADD_INT | 14,567,040 | 50.0% |
| CALL | 960 | 0.0% |
| INSTRUMENTED_RETURN_VALUE | 960 | 0.0% |
| BINARY_SLICE | 540 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| BINARY_OP_ADD_INT | 14,567,040 | 50.0% |
| LOAD_GLOBAL_MODULE | 14,567,040 | 50.0% |
| STORE_FAST | 4,560 | 0.0% |
| TO_BOOL_BOOL | 1,200 | 0.0% |
| INSTRUMENTED_RETURN_VALUE | 960 | 0.0% |


</details>

### INSTRUMENTED_RETURN_CONST

<details>
<summary> Successors and predecessors for INSTRUMENTED_RETURN_CONST </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| INSTRUMENTED_POP_JUMP_IF_FALSE | 4,080 | 87.2% |
| POP_TOP | 300 | 6.4% |
| INSTRUMENTED_FOR_ITER | 180 | 3.8% |
| CALL_LIST_APPEND | 60 | 1.3% |
| STORE_GLOBAL | 60 | 1.3% |

|Successors | Count | Percentage | 
|---|---:|---:|
| STORE_FAST | 4,080 | 87.2% |
| TO_BOOL_BOOL | 400 | 8.5% |
| POP_TOP | 180 | 3.8% |
| TO_BOOL | 20 | 0.4% |


</details>

### INSTRUMENTED_FOR_ITER

<details>
<summary> Successors and predecessors for INSTRUMENTED_FOR_ITER </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| INSTRUMENTED_JUMP_BACKWARD | 3,510 | 51.1% |
| GET_ITER | 3,240 | 47.2% |
| JUMP_BACKWARD | 60 | 0.9% |
| SWAP | 60 | 0.9% |

|Successors | Count | Percentage | 
|---|---:|---:|
| STORE_FAST | 3,690 | 53.7% |
| NOP | 2,340 | 34.1% |
| LOAD_CONST | 240 | 3.5% |
| UNPACK_SEQUENCE_TWO_TUPLE | 240 | 3.5% |
| INSTRUMENTED_RETURN_CONST | 180 | 2.6% |


</details>

### INSTRUMENTED_JUMP_FORWARD

<details>
<summary> Successors and predecessors for INSTRUMENTED_JUMP_FORWARD </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_ATTR | 240 | 80.0% |
| STORE_FAST | 60 | 20.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| STORE_FAST | 240 | 80.0% |
| LOAD_GLOBAL | 60 | 20.0% |


</details>

### INSTRUMENTED_JUMP_BACKWARD

<details>
<summary> Successors and predecessors for INSTRUMENTED_JUMP_BACKWARD </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| STORE_FAST | 2,340 | 40.0% |
| BINARY_OP_INPLACE_ADD_UNICODE | 2,340 | 40.0% |
| INSTRUMENTED_POP_JUMP_IF_TRUE | 750 | 12.8% |
| LIST_APPEND | 300 | 5.1% |
| POP_TOP | 60 | 1.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| INSTRUMENTED_FOR_ITER | 3,510 | 60.0% |
| LOAD_FAST | 2,340 | 40.0% |


</details>

### INSTRUMENTED_POP_JUMP_IF_TRUE

<details>
<summary> Successors and predecessors for INSTRUMENTED_POP_JUMP_IF_TRUE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| TO_BOOL_BOOL | 4,530 | 53.0% |
| TO_BOOL | 2,340 | 27.4% |
| TO_BOOL_STR | 960 | 11.2% |
| COMPARE_OP_STR | 300 | 3.5% |
| TO_BOOL_NONE | 300 | 3.5% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 3,540 | 41.4% |
| LOAD_GLOBAL | 3,300 | 38.6% |
| INSTRUMENTED_JUMP_BACKWARD | 750 | 8.8% |
| INSTRUMENTED_RETURN_VALUE | 480 | 5.6% |
| POP_TOP | 240 | 2.8% |


</details>

### INSTRUMENTED_POP_JUMP_IF_FALSE

<details>
<summary> Successors and predecessors for INSTRUMENTED_POP_JUMP_IF_FALSE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| COMPARE_OP_INT | 29,134,200 | 99.9% |
| TO_BOOL_BOOL | 11,520 | 0.0% |
| COMPARE_OP_STR | 5,640 | 0.0% |
| TO_BOOL_STR | 5,400 | 0.0% |
| EXTENDED_ARG | 2,580 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 14,578,440 | 50.0% |
| LOAD_GLOBAL | 14,570,400 | 50.0% |
| LOAD_FAST_LOAD_FAST | 7,260 | 0.0% |
| INSTRUMENTED_RETURN_CONST | 4,080 | 0.0% |
| POP_TOP | 240 | 0.0% |


</details>

### INSTRUMENTED_POP_JUMP_IF_NONE

<details>
<summary> Successors and predecessors for INSTRUMENTED_POP_JUMP_IF_NONE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 540 | 100.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 540 | 100.0% |


</details>

### INSTRUMENTED_POP_JUMP_IF_NOT_NONE

<details>
<summary> Successors and predecessors for INSTRUMENTED_POP_JUMP_IF_NOT_NONE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_ATTR_INSTANCE_VALUE | 300 | 100.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 300 | 100.0% |


</details>

### WITH_EXCEPT_START

<details>
<summary> Successors and predecessors for WITH_EXCEPT_START </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| PUSH_EXC_INFO | 141,900 | 100.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| TO_BOOL_NONE | 141,120 | 99.5% |
| TO_BOOL_BOOL | 780 | 0.5% |


</details>

### CLEANUP_THROW

<details>
<summary> Successors and predecessors for CLEANUP_THROW </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| CACHE | 1,359 | 100.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| PUSH_EXC_INFO | 706 | 51.9% |
| CALL_INTRINSIC_1 | 480 | 35.3% |
| JUMP_BACKWARD_NO_INTERRUPT | 173 | 12.7% |


</details>

### END_ASYNC_FOR

<details>
<summary> Successors and predecessors for END_ASYNC_FOR </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| SEND | 6,000,000 | 100.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| JUMP_BACKWARD_NO_INTERRUPT | 3,932,100 | 65.5% |
| RETURN_CONST | 2,067,900 | 34.5% |


</details>

### GET_AITER

<details>
<summary> Successors and predecessors for GET_AITER </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_ATTR_INSTANCE_VALUE | 5,999,940 | 100.0% |
| RETURN_VALUE | 60 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| GET_ANEXT | 6,000,000 | 100.0% |


</details>

### GET_ANEXT

<details>
<summary> Successors and predecessors for GET_ANEXT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| GET_AITER | 6,000,000 | 100.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_CONST | 6,000,000 | 100.0% |


</details>

### FORMAT_WITH_SPEC

<details>
<summary> Successors and predecessors for FORMAT_WITH_SPEC </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_CONST | 60 | 100.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_CONST | 60 | 100.0% |


</details>

### SET_ADD

<details>
<summary> Successors and predecessors for SET_ADD </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| RETURN_VALUE | 64,260 | 45.7% |
| STORE_FAST_LOAD_FAST | 60,000 | 42.7% |
| LOAD_FAST | 6,840 | 4.9% |
| RETURN_GENERATOR | 6,000 | 4.3% |
| LOAD_ATTR_PROPERTY | 2,940 | 2.1% |

|Successors | Count | Percentage | 
|---|---:|---:|
| ENTER_EXECUTOR | 140,520 | 100.0% |


</details>

### SET_UPDATE

<details>
<summary> Successors and predecessors for SET_UPDATE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_CONST | 66,120 | 100.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| BINARY_OP | 66,000 | 99.8% |
| LOAD_GLOBAL_BUILTIN | 120 | 0.2% |


</details>


</details>

## Specialization stats

<details>
<summary> specialization stats by family </summary>

### BINARY_OP

<details>
<summary> specialization stats for BINARY_OP family </summary>

|Kind | Count | Ratio | 
|---|---:|---:|
|     deferred | 535,753,443 | 24.3% |
|          hit | 1,664,299,042 | 75.6% |
|         miss | 36,834,509 | 1.7% |

| | Count | Ratio | 
|---|---:|---:|
| Success | 700,229 | 41.1% |
| Failure | 1,004,281 | 58.9% |

|Failure kind | Count | Ratio | 
|---|---:|---:|
| subtract different types | 584,120 | 58.2% |
| multiply different types | 167,636 | 16.7% |
| add different types | 125,603 | 12.5% |
| remainder | 28,554 | 2.8% |
| add other | 22,843 | 2.3% |
| floor divide | 18,720 | 1.9% |
| and int | 16,968 | 1.7% |
| lshift | 11,140 | 1.1% |
| rshift | 5,641 | 0.6% |
| xor | 4,200 | 0.4% |
| or | 3,837 | 0.4% |
| true divide different types | 3,832 | 0.4% |
| subtract other | 2,860 | 0.3% |
| true divide float | 2,732 | 0.3% |
| multiply other | 1,860 | 0.2% |
| true divide other | 1,515 | 0.2% |
| power | 1,360 | 0.1% |
| and other | 820 | 0.1% |
| and different types | 40 | 0.0% |


</details>

### BINARY_SLICE

<details>
<summary> specialization stats for BINARY_SLICE family </summary>


</details>

### BINARY_SUBSCR

<details>
<summary> specialization stats for BINARY_SUBSCR family </summary>

|Kind | Count | Ratio | 
|---|---:|---:|
|     deferred | 352,066,807 | 20.9% |
|          hit | 1,332,670,651 | 79.1% |
|         miss | 3,386,780 | 0.2% |

| | Count | Ratio | 
|---|---:|---:|
| Success | 66,615 | 40.5% |
| Failure | 98,066 | 59.5% |

|Failure kind | Count | Ratio | 
|---|---:|---:|
| out of range | 28,767 | 29.3% |
| other | 25,833 | 26.3% |
| array int | 25,620 | 26.1% |
| buffer int | 10,206 | 10.4% |
| list slice | 4,380 | 4.5% |
| sequence int | 2,920 | 3.0% |
| buffer slice | 180 | 0.2% |
| code complex parameters | 120 | 0.1% |
| tuple slice | 20 | 0.0% |
| string slice | 20 | 0.0% |


</details>

### CALL

<details>
<summary> specialization stats for CALL family </summary>

|Kind | Count | Ratio | 
|---|---:|---:|
|     deferred | 1,128,416,067 | 14.2% |
|          hit | 6,843,274,778 | 85.8% |
|         miss | 120,944,196 | 1.5% |

| | Count | Ratio | 
|---|---:|---:|
| Success | 2,358,217 | 86.1% |
| Failure | 380,876 | 13.9% |

|Failure kind | Count | Ratio | 
|---|---:|---:|
| meth descr method fastcall keywords | 89,373 | 23.5% |
| code complex parameters | 81,533 | 21.4% |
| no dict | 44,980 | 11.8% |
| cfunc noargs | 37,123 | 9.7% |
| class no vectorcall | 23,307 | 6.1% |
| other | 19,418 | 5.1% |
| meth descr varargs | 17,662 | 4.6% |
| cfunc varargs keywords | 13,709 | 3.6% |
| class mutable | 7,608 | 2.0% |
| meth descr varargs keywords | 7,216 | 1.9% |
| cmethod | 6,380 | 1.7% |
| bound method | 5,645 | 1.5% |
| cfunc varargs | 5,644 | 1.5% |
| method wrapper | 4,952 | 1.3% |
| metaclass | 4,542 | 1.2% |
| init not simple | 3,280 | 0.9% |
| wrong number arguments | 2,760 | 0.7% |
| operator wrapper | 2,564 | 0.7% |
| str | 1,940 | 0.5% |
| init not python | 1,240 | 0.3% |
| out of versions | 20 | 0.0% |


</details>

### COMPARE_OP

<details>
<summary> specialization stats for COMPARE_OP family </summary>

|Kind | Count | Ratio | 
|---|---:|---:|
|     deferred | 85,245,604 | 5.0% |
|          hit | 1,606,700,035 | 95.0% |
|         miss | 606,303 | 0.0% |

| | Count | Ratio | 
|---|---:|---:|
| Success | 17,219 | 23.4% |
| Failure | 56,239 | 76.6% |

|Failure kind | Count | Ratio | 
|---|---:|---:|
| different types | 21,383 | 38.0% |
| float long | 11,139 | 19.8% |
| big int | 9,553 | 17.0% |
| baseobject | 8,798 | 15.6% |
| bytes | 1,520 | 2.7% |
| other | 1,380 | 2.5% |
| tuple | 640 | 1.1% |
| bool | 540 | 1.0% |
| set | 520 | 0.9% |
| long float | 406 | 0.7% |
| list | 280 | 0.5% |
| string | 80 | 0.1% |


</details>

### FOR_ITER

<details>
<summary> specialization stats for FOR_ITER family </summary>

|Kind | Count | Ratio | 
|---|---:|---:|
|     deferred | 161,609,859 | 16.4% |
|          hit | 822,784,094 | 83.4% |
|         miss | 101,795,560 | 10.3% |

| | Count | Ratio | 
|---|---:|---:|
| Success | 1,922,184 | 98.6% |
| Failure | 27,356 | 1.4% |

|Failure kind | Count | Ratio | 
|---|---:|---:|
| dict items | 8,960 | 32.8% |
| seq iter | 6,340 | 23.2% |
| set | 4,156 | 15.2% |
| other | 1,820 | 6.7% |
| enumerate | 1,280 | 4.7% |
| dict keys | 1,060 | 3.9% |
| dict values | 1,060 | 3.9% |
| ascii string | 660 | 2.4% |
| zip | 580 | 2.1% |
| itertools | 494 | 1.8% |
| map | 420 | 1.5% |
| reversed list | 361 | 1.3% |
| bytes | 105 | 0.4% |
| callable | 60 | 0.2% |


</details>

### LOAD_ATTR

<details>
<summary> specialization stats for LOAD_ATTR family </summary>

|Kind | Count | Ratio | 
|---|---:|---:|
|     deferred | 1,539,769,225 | 14.7% |
|        deopt | 1,363,382 | 0.0% |
|          hit | 8,923,936,325 | 85.2% |
|         miss | 437,370,059 | 4.2% |

| | Count | Ratio | 
|---|---:|---:|
| Success | 8,367,214 | 95.0% |
| Failure | 436,130 | 5.0% |

|Failure kind | Count | Ratio | 
|---|---:|---:|
| has managed dict | 151,111 | 34.6% |
| metaclass attribute | 88,071 | 20.2% |
| method | 73,217 | 16.8% |
| not managed dict | 46,494 | 10.7% |
| shadowed | 44,241 | 10.1% |
| class attr descriptor | 10,120 | 2.3% |
| class method obj | 6,340 | 1.5% |
| overridden | 4,880 | 1.1% |
| mutable class | 2,941 | 0.7% |
| module attr not found | 2,202 | 0.5% |
| not in keys | 1,720 | 0.4% |
| class attr simple | 1,501 | 0.3% |
| non overriding descriptor | 1,449 | 0.3% |
| non object slot | 1,043 | 0.2% |
| out of versions | 400 | 0.1% |
| builtin class method | 380 | 0.1% |
| property | 20 | 0.0% |


</details>

### LOAD_GLOBAL

<details>
<summary> specialization stats for LOAD_GLOBAL family </summary>

|Kind | Count | Ratio | 
|---|---:|---:|
|     deferred | 14,625,448 | 0.2% |
|        deopt | 1,920 | 0.0% |
|          hit | 5,922,713,285 | 99.8% |
|         miss | 24,524 | 0.0% |

| | Count | Ratio | 
|---|---:|---:|
| Success | 78,040 | 100.0% |
| Failure | 0 | 0.0% |


</details>

### LOAD_SUPER_ATTR

<details>
<summary> specialization stats for LOAD_SUPER_ATTR family </summary>

|Kind | Count | Ratio | 
|---|---:|---:|
|          hit | 75,438,690 | 100.0% |

| | Count | Ratio | 
|---|---:|---:|
| Success | 3,860 | 100.0% |
| Failure | 0 | 0.0% |


</details>

### POP_JUMP_IF_FALSE

<details>
<summary> specialization stats for POP_JUMP_IF_FALSE family </summary>


</details>

### POP_JUMP_IF_NONE

<details>
<summary> specialization stats for POP_JUMP_IF_NONE family </summary>


</details>

### POP_JUMP_IF_NOT_NONE

<details>
<summary> specialization stats for POP_JUMP_IF_NOT_NONE family </summary>


</details>

### POP_JUMP_IF_TRUE

<details>
<summary> specialization stats for POP_JUMP_IF_TRUE family </summary>


</details>

### SEND

<details>
<summary> specialization stats for SEND family </summary>

|Kind | Count | Ratio | 
|---|---:|---:|
|     deferred | 141,881,455 | 19.3% |
|          hit | 592,830,321 | 80.7% |
|         miss | 180 | 0.0% |

| | Count | Ratio | 
|---|---:|---:|
| Success | 886 | 2.4% |
| Failure | 36,584 | 97.6% |

|Failure kind | Count | Ratio | 
|---|---:|---:|
| async generator send | 24,440 | 66.8% |
| other | 12,064 | 33.0% |
| list | 40 | 0.1% |
| dict keys | 40 | 0.1% |


</details>

### STORE_ATTR

<details>
<summary> specialization stats for STORE_ATTR family </summary>

|Kind | Count | Ratio | 
|---|---:|---:|
|     deferred | 156,165,648 | 8.3% |
|          hit | 1,732,388,418 | 91.6% |
|         miss | 95,598,448 | 5.1% |

| | Count | Ratio | 
|---|---:|---:|
| Success | 1,841,231 | 98.2% |
| Failure | 33,167 | 1.8% |

|Failure kind | Count | Ratio | 
|---|---:|---:|
| class attr simple | 11,340 | 34.2% |
| overriding descriptor | 9,440 | 28.5% |
| not in dict | 6,380 | 19.2% |
| no dict | 1,500 | 4.5% |
| property | 1,460 | 4.4% |
| overridden | 1,160 | 3.5% |
| not in keys | 900 | 2.7% |
| not managed dict | 507 | 1.5% |
| method | 480 | 1.4% |


</details>

### STORE_SLICE

<details>
<summary> specialization stats for STORE_SLICE family </summary>


</details>

### STORE_SUBSCR

<details>
<summary> specialization stats for STORE_SUBSCR family </summary>

|Kind | Count | Ratio | 
|---|---:|---:|
|     deferred | 114,179,847 | 29.6% |
|          hit | 271,918,698 | 70.4% |
|         miss | 2,220 | 0.0% |

| | Count | Ratio | 
|---|---:|---:|
| Success | 2,240 | 6.5% |
| Failure | 32,386 | 93.5% |

|Failure kind | Count | Ratio | 
|---|---:|---:|
| dict subclass no override | 14,325 | 44.2% |
| array int | 11,620 | 35.9% |
| py simple | 4,981 | 15.4% |
| out of range | 940 | 2.9% |
| bytearray int | 280 | 0.9% |
| other | 240 | 0.7% |


</details>

### TO_BOOL

<details>
<summary> specialization stats for TO_BOOL family </summary>

|Kind | Count | Ratio | 
|---|---:|---:|
|     deferred | 351,822,324 | 8.2% |
|          hit | 3,962,836,141 | 91.8% |
|         miss | 61,272,939 | 1.4% |

| | Count | Ratio | 
|---|---:|---:|
| Success | 1,181,132 | 78.9% |
| Failure | 314,968 | 21.1% |

|Failure kind | Count | Ratio | 
|---|---:|---:|
| number | 124,400 | 39.5% |
| mapping | 64,468 | 20.5% |
| tuple | 64,280 | 20.4% |
| set | 19,600 | 6.2% |
| bytes | 17,980 | 5.7% |
| dict | 13,502 | 4.3% |
| sequence | 6,815 | 2.2% |
| other | 2,480 | 0.8% |
| float | 1,080 | 0.3% |
| bytearray | 243 | 0.1% |
| memory view | 120 | 0.0% |


</details>

### UNPACK_SEQUENCE

<details>
<summary> specialization stats for UNPACK_SEQUENCE family </summary>

|Kind | Count | Ratio | 
|---|---:|---:|
|     deferred | 2,489,798 | 0.3% |
|          hit | 835,346,028 | 99.7% |
|         miss | 2,428,000 | 0.3% |

| | Count | Ratio | 
|---|---:|---:|
| Success | 49,320 | 99.5% |
| Failure | 260 | 0.5% |

|Failure kind | Count | Ratio | 
|---|---:|---:|
| iterator | 120 | 46.2% |
| other | 80 | 30.8% |
| sequence | 60 | 23.1% |


</details>


</details>

## Specialization effectiveness

<details>
<summary> specialization effectiveness </summary>

|Instructions | Count | Ratio | 
|---|---:|---:|
| Basic | 61,973,132,561 | 54.0% |
| Not specialized | 11,943,519,228 | 10.4% |
| Specialized hits | 39,952,243,345 | 34.8% |
| Specialized misses | 860,448,179 | 0.7% |

### Deferred by instruction

<details>
<summary> deferred by instruction </summary>

|Name | Count | Ratio | 
|---|---:|---:|
| LOAD_ATTR | 1,539,769,225 | 33.6% |
| CALL | 1,128,416,067 | 24.6% |
| BINARY_OP | 535,753,443 | 11.7% |
| BINARY_SUBSCR | 352,066,807 | 7.7% |
| TO_BOOL | 351,822,324 | 7.7% |
| FOR_ITER | 161,609,859 | 3.5% |
| STORE_ATTR | 156,165,648 | 3.4% |
| SEND | 141,881,455 | 3.1% |
| STORE_SUBSCR | 114,179,847 | 2.5% |
| COMPARE_OP | 85,245,604 | 1.9% |


</details>

### Misses by instruction

<details>
<summary> misses by instruction </summary>

|Name | Count | Ratio | 
|---|---:|---:|
| LOAD_ATTR_INSTANCE_VALUE | 184,478,968 | 21.4% |
| LOAD_ATTR_METHOD_WITH_VALUES | 143,993,615 | 16.7% |
| STORE_ATTR_INSTANCE_VALUE | 74,226,241 | 8.6% |
| LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES | 51,989,181 | 6.0% |
| FOR_ITER_LIST | 50,917,900 | 5.9% |
| FOR_ITER_TUPLE | 50,869,440 | 5.9% |
